,Description,Platform,Price,Product
307,Go through multiple zones and destroy your enemies in an online space battle.,Windows,Free,Continuum
308,Control the barbarian hordes or the Roman legions in this RTS expansion.,Windows,Free to try,Rome: Total War Barbarian Invasion demo
309,Take control of Gandalf in the demo for this final chapter of the LOTR trilogy.,Windows,Free to try,Lord of the Rings: Return of the King demo
310,"Join in all-out, '70s-style muscle car combat racing.",Windows,Free to try,Interstate '76 demo
311,Wage mechanized war in a brutal 3D world.,Windows,Free to try,Starsiege demo
312,"Join in all-out, '70s-style muscle car combat racing.",Windows,Free to try,Interstate '76 demo
313,Break some laws to seize power in the criminal underworld.,Windows,Free to try,Crime Fighter
314,"Maintain your street cred as a criminal by carjacking, kidnapping, and drug running.",Windows,Free to try,Grand Theft Auto (3Dfx) demo
315,"Download this full-featured chess program with support for English, German, and Dutch.",Windows,Free,Rebel Decade
316,Experience the thrill of sport racing on your desktop.,Windows,Free to try,GTR 2 Demo
317,Test your skills in a game of virtual pool and become a master.,Windows,Free to try,3D Ultra Cool Pool 8-Ball demo
318,Step into the shoes of either the legendary Richard the Lionheart or the formidable Saladin.,Windows,Free to try,Stronghold: Crusader demo
319,Allow GTA:Vice City to be played on the Internet or LAN connections.,Windows,Free,Vice City Multiplayer(VC:MP)
320,Test your skills in a game of virtual pool online and show off to your friends.,Windows,Free to try,3D Ultra Cool Pool 8-ball internet demo
321,Create your own games and screensavers.,Windows,Free to try,The Games Factory
322,Play a detailed 3D simulation of life as a professional wrestler.,Windows,Free,Wrestling MPire 2008: Career Edition
323,Play a <i>South Park</i> version of the classic breakout/pong game.,Windows,Free,South Park: Hell's Balls
324,Join Indy on his latest adventure and stop the Nazis.,Windows,Free to try,Indiana Jones and the Infernal Machine
325,Race your marbles through dangerous platforms and collect power-ups.,Mac,Free to try,Marble Blast Gold
326,Steal stylish cars to collect points and get out of business before you're caught or killed.,Windows,Free to try,Car Thief
327,"Build up your ships and strategy, and command and colonize outer space.",Windows,Free,Solar Wars
328,"Play realistic snooker, beat the computer or play online.",Windows,Free to try,QuickSnooker
329,Continue the epic battles of World War II in this second demo.,Windows,Free to try,Call of Duty - Dawnville demo
330,"Try on the R32, Touareg, or GTI on an Italian race track in this GT racer.",Windows,Free to try,World Racing 2 demo
331,Return to the good old 1950s to play bowling.,Windows,Free to try,Alley 19 Bowling
332,Car lovers: Repair and customize late-model cars and trucks.,Windows,Free to try,Gearhead Garage demo
333,Pilot one of three starfighters and complete challenging missions to save your planet.,Windows,Free to try,Star Wars Starfighter demo
334,"Race on gravel, mud, and dirt from tracks around the world.",Windows,Free to try,DiRT demo
335,Infiltrate an evil cult in this adventure game.,Windows,Free,Cult
336,"Bounce gnomes, collect powerups, and break bricks through 100 fun-filled game levels.",Windows,Free to try,Jardinains
337,Get the PC client for the online gaming service.,Windows,Free,Games for Windows - Live
338,Save Dr. Light from the evil Dr. Wily in this Mega Man game.,Windows,Free,Mega Man: Save Dr.Light
339,Lead lemmings armed with pump-action paint guns.,Windows,Free to try,Lemmings Paintball demo
340,Upgrade your copy of Age of Empires II: The Conquerors Expansion to version 1.0c.,Windows,Free,Age of Empires II: The Conquerors Expansion patch
341,Fight the Stream Riders and save humanity from slavery.,Windows,Free to try,MDK demo
342,Hit the courts in this 3D tennis simulation.,Windows,Free to try,Virtual Tennis demo
343,Turn your PC into a virtual Sega Genesis gaming console.,Windows,Free,Mega Drive Emulator
344,Hunt down hicks in this warped hunting game.,Windows,Free to try,Deer's Revenge
345,Participate in some of the most memorable battles of the Pacific campaign of WWII.,Windows,Free to try,Heroes of the Pacific
346,Lara's back with another new level of Tomb Raider II Gold.,Windows,Free,Tomb Raider II Gold demo - level 2
347,Race hot sports cars.,Windows,Free to try,Viper Racing updated demo
348,Strap yourself into a high-tech jet fighter.,Windows,Free to try,F/A-18 Hornet 3.0 demo
349,Take part in the most climactic battles from WWII in this stand-alone expansion demo.,Windows,Free to try,Call of Duty: United Offensive demo
350,Strap yourself in for some white-knuckled racing action.,Windows,Free to try,CART Precision Racing updated demo
351,Participate in the MMO racing game.,Windows,Free,Crazy Kart
352,Save the human race from hungry aliens in this scary sci-fi shooter.,Windows,Free to try,Prey demo
353,Set out to attack your enemies.,Windows,Free to try,Command & Conquer demo
354,Play poker on your computer.,Windows,Free,Draw Poker for Windows
355,Update your Sims 2 game.,Mac,Free,The Sims 2 Update
356,Eat yummy bugs and avoid the evil chef in this cute eat-or-be-eaten arcade game.,Windows,Free,Leap Frog
357,Play the classic arcade fighting game on your android device.,Android,Free,Street Fighter
358,Enter a world of high-speed radio-controlled stunt cars.,Windows,Free to try,Stunt GP
359,Join this post nuclear war role-playing game.,Windows,Free to try,Fallout demo
360,Fly over SimCities in your virtual helicopter.,Windows,Free to try,SimCopter demo
361,Control 3D replicas of RC planes and helicopters in flight-model simulation.,Windows,Free to try,ClearView RC Flight Simulator
362,Play various solitaire games against the clock.,Windows,Free to try,Solitaire City
363,Master your billards skills with this demo for Virtual Pool 3.,Windows,Free to try,Virtual Pool 3 demo
364,Head to Bolivia to discover a missing artifact in this third-person adventure.,Windows,Free to try,Tomb Raider: Legend demo
365,Gulp flies with this mouse-controlled frog.,Windows,Free to try,Bzzz
366,Build a bridge with a certain budget and have a train cross it.,Windows,Free,Bridge Builder
367,Return to one of the most advanced soccer simulations with this demo for the upcoming PES2012.,Windows,Free to try,Pro Evolution Soccer 12 demo
368,Adopt a virtual pooch for your computer desktop.,Windows,Free to try,Adoption Kit demo for Dogz II
369,Experience street style basketball moves and skills.,Windows,Free,FreeStyle Street Basketball (Gamekiss)
370,Race in Indianapolis or Kansas City in this realistic NASCAR sim.,Windows,Free to try,NASCAR SimRacing
371,Play as Master Chief in a fan-made 2D game.,Windows,Free,Halo Zero
372,"Play soccer matches between England, Sweden, Spain, and Italy with full commentary.",Windows,Free to try,Pro Evolution Soccer 4 demo (large)
373,Get the PC client for the online gaming service.,Windows,Free,Games for Windows - Live
374,Recruit fighters and battle the Soviet Union in an alternate New York City.,Windows,Free to try,Freedom Fighters demo
375,Save the lemmings in a 3D environment in this addictive strategy and puzzle game.,Windows,Free to try,Lemmings Revolution
376,"Fly solo in WWII flight campaigns, or with other pilots online.",Windows,Free to try,Air Warrior II demo
377,Combine all the tools an avid RuneScape player needs to give them that leading edge.,Windows,Free,EliteSwitch
378,Play your own version of Superbowl XXXVI.,Windows,Free to try,Madden NFL 2003 demo
379,"Survive a frightening 3D world of cybernetic implants, psionics, and military training.",Windows,Free to try,System Shock 2 demo
380,Get personalized recommendations regarding how to improve your PC's performance.,Windows,Free,XL-R8R
381,Make a living by hacking into major corporations' computer systems with this adventure game.,Windows,Free to try,Uplink: Hacker Elite
382,Maintain your street cred as a criminal by completing various missions.,Windows,Free to try,Grand Theft Auto (8-bit) demo
383,"Download, manage, and start playing multiple games from one location on your desktop.",Windows,Free,WildTangent Games
384,Help Rex and his friends survive the Lost Continent nightmare.,Windows,Free to try,3D Ultra Pinball: The Lost Continent
385,Play a game of cricket on your PC.,Windows,Free to try,International Test Cricket
386,"Play as the Greeks, Romans, Incans, or Indians in this turn-based strategy game.",Windows,Free to try,Civilization IV demo
387,Join in international soccer fun.,Windows,Free to try,FIFA Soccer 97 demo
388,Continue the explosive history of Worms in three dimensions.,Windows,Free to try,Worms 3D demo 2
389,Try your hand at drag racing.,Windows,Free to try,Burnout Championship Drag Racing demo
390,Create your own wrestler and embark on a career.,Windows,Free,Wrestling Encore
391,Hit the dirt hard with three tracks from this intense rally racer.,Windows,Free to try,Colin McRae Rally 2005 demo
392,Rev up your Windows Media Player with this street-racing skin.,Windows,Free,Need for Speed Underground skin for Windows Media Player
393,Play as your favorite Marvel characters.,Windows,Free,Marvel Super Heroes - Melee Edition
394,Play a game of mah-jongg that features spherical tiles.,Windows,Free to try,SphereJongg
395,Command Axis or Allied troops in WWII battles.,Windows,Free to try,Close Combat II: A Bridge Too Far
396,Get the PC client for the online gaming service.,Windows,Free,Games for Windows - Live
397,Command and Conquer all new armies with the Overkill mod.,Windows,Free,Command & Conquer Red Alert 2 Overkill Mod
398,Fly over Vice City with the San Andreas Bomber.,Windows,Free,Grand Theft Auto: Vice City San Andreas Bomber mod
399,Drive your truck across Europe delivering cargos on time.,Windows,Free to try,Euro Truck Simulator
400,Help Larry Lovage score big with the ladies on campus.,Windows,Free to try,Leisure Suit Larry Magna Cum Laude demo
401,"Download, manage, and start playing multiple games from one location on your desktop.",Windows,Free,WildTangent Games
402,Play against some of the legends of NBA.,Windows,Free to try,NBA Live 2001 demo
403,Challenge your chess skills with a virtual partner.,Windows,Free to try,ChessPartner
404,"Play Spider Solitaire, one of the most popular solitaire card games.",Windows,Free,Spider Solitaire
405,Race in multiplayer battles or in 65 progressively difficult solo challenges.,Windows,Free,TrackMania Nations Forever
406,Burn rubber in this stock car demo.,Windows,Free to try,Andretti Racing demo
407,Race fast motorbikes.,Windows,Free to try,Moto Racer 2
408,Burn rubber in this stock car demo.,Windows,Free to try,Andretti Racing demo
409,Take low-res soldiers into thrilling battles with this side-scrolling shooter sequel.,Windows,Free,Stick Soldiers II
410,Fight in a martial arts tournament.,Windows,Free to try,Virtua Fighter PC demo
411,Meet Kenny and other pals from South Park and save the princess.,Windows,Free,South Park Super Mario Bros
412,Play the revolutionary FPS designed explicitly for online multiplayer action.,Windows,Free,Starsiege: Tribes full install
413,Play a Frogger-like clone where you must get Kenny across the road.,Windows,Free,South Park Save Kenny Game
414,Learn racing strategies and rip-roar around the track.,Windows,Free to try,IndyCar Racing II DOS
415,Experience intense combat online or locally in multiplayer mode.,iOS,Free,Mini Militia - Doodle Army 2
