,Description,Platform,Price,Product
311,Make Word easier to use and more fun to work with.,Windows,Free,WordToys
312,Create novel and translation files on PC.,Windows,Free,yWriter 5
313,Create or convert documents into PDF format.,Windows,Free to try,Publisher to PDF Converter
314,"Work with DBF files, view, edit dbf data and modify dbf file structure.",Windows,Free to try,DBF Manager
315,Remove restrictions and/or password on PDF files.,Windows,Free,Guaranteed PDF Decrypter (GuaPDF)
316,"Estimate solutions for every construction job including residential, commercial and insurance.",Windows,Free to try,Bid4Build System
317,Create SharePoint solutions in response to business needs.,Windows,Free,Microsoft SharePoint Designer 2010 (64-bit)
318,"Extract text, tables, and graphics from PDF files.",Windows,Free to try,BCL Jade
319,Show classic toolbars and menus in Microsoft Office 2010 and 2013.,Windows,Free to try,Classic Menu for Office 2010 and 2013
320,"Plan, execute, and control multiple projects in dynamic environments.",Windows,Free,ProjectCompanion
321,Merge multiple text files into a single file without opening them.,Windows,Free,Free File Merge
322,Do all your business accounting in one step.,Windows,Free,OneStep Accounting Standard Edition
323,Create and edit all kinds of documents with strong OpenXML support.,Windows,Free,Go-OO
324,"Design, write, and print personalized checks with logo from laser printer on blank check paper.",Windows,Free to try,ezCheckPrinting
325,Establish connection automatically and bid up to a few seconds before an auction ends. ,Windows,Free,Buyertools Reminder
326,Teach your students and manage their tests and homework via network.,Windows,Free to try,Netop School
327,"Host a software answering machine, voice mail, call attendant, and voice response (IVR) program.",Windows,Free to try,IVM Telephone Answering Attendant
328,Plan and manage your enterprise manufacturing resources.,Windows,Free,Dynamic 3i Free Edition ERP/MRP
329,"Send any document as a fax, reply or forward fax messages via Internet like regular email.",Windows,Free to try,Fax4Office
330,"View, print, and edit PDF documents.",Windows,Free to try,eXPert PDF Editor Professional Edition
331,Convert Open XML files that were created in Office 2008 for Mac or Office 2007 for Windows.,Mac,Free to try,Microsoft Open XML Converter
332,"Track income, expenses, stocks, and revenue for personal or small-business accounts.",Windows,Free,GnuCash
333,Simplify the document management aspect for home and small business.,Windows,Free to try,eDoc Organizer
334,Bring more than 120 advanced functions to Excel.,Windows,Free to try,Kutools for Excel
335,Get the latest updates to Microsoft Office Visio 2007.,Windows,Free,Microsoft Office Visio 2007 SP1
336,Create Project Gantt Charts using an Excel pre-made template.,Windows,Free,Project Gantt Chart
337,"Create calendars for any year with customized fonts, colors, and borders.",Windows,Free,Free Excel Templates Calendar Creator
338,Create barcodes of any type.,Windows,Free to try,Q-Barcode Barcode Creator
339,Get a template for creating and presenting your business plan.,Windows,Free,The Bplan Creator
340,Calculate payroll taxes and print paychecks and tax forms for small businesses and accountants.,Windows,Free to try,ezPayCheck
341,Get a receipt book of blank receipts.,Windows,Free,Receipt Template - Receipt Forms
342,Convert your PDF files into various image formats.,Windows,Free to try,PDF To BMP JPG TIF Converter
343,Save time managing everyday tasks and organizing all business information in one place.,Windows,Free to try,Microsoft Office Accounting Professional
344,Analyze and recover corrupted MDF files.,Windows,Free to try,MDF Open File Tool
345,"Record dictations from your PC and send them via the Internet, e-mail, or local network.",Windows,Free to try,Express Dictate
346,"Convert Word, DOC, DOCX, and DOCM to PDF files.",Windows,Free to try,Easy Word to Pdf Converter
347,Control business inventory and perform warehouse management of small/medium business.,Windows,Free to try,Chronos eStockCard Inventory Software
348,Open and format XLS documents without Microsoft Excel installed on your computer.,Windows,Free,Bytescout XLS Viewer
349,Convert documents into WAV or AVI files and read text aloud.,Windows,Free,Text To WAV
350,Plan and manage projects in MS Excel.,Windows,Free to try,Project Management Template for Excel
351,"Create high quality software presentations, demonstrations, and tutorials.",Windows,Free to try,Tanida Demo Builder
352,Verify the spelling of medical terms quickly and easily.,Windows,Free,Free Medical Spell Checker
353,"Generate drawings and apply automatic layouts to diagrams, networks, and flow charts.",Windows,Free,yEd Graph Editor
354,"Create, manage, and share calendars and contacts in the cloud from computer, tablet, or phone.",Windows,Free to try,ScheduFlow
355,Compose a letter in a matter of minutes.,Windows,Free to try,WriteExpress Easy Letters
356,"Manage invoices, track customers, and more with this tool for small service businesses.",Windows,Free to try,The Invoice Store
357,Convert many JPEG images to PDF format at once.,Windows,Free,Jpeg To Pdf Converter 3000
358,Scan and recover corrupted Excel files.,Windows,Free,DataNumen Excel Repair
359,"Generate various types of barcode and export them into bitmaps, metafiles, or clipboard.",Windows,Free,Barcode Software
360,Empower your business and personal document management with a cloud based solution.,Windows,$219.99,Microsoft Office Home and Business 2013
361,"Manage your team and projects, organizing work requests, assignments, action items, and tasks.",Windows,Free to try,Alexsys Team 2
362,Conduct and administer surveys and exams.,Windows,Free,SurveyGold
363,Consult an expert AI software program on your small-business tax and legal planning in your state.,Windows,Free to try,Small Business Advisor
364,Implement the Microsoft VBScript engine for development of extensions for WinTeX 2000.,Windows,Free,Wintex XP
365,Create and design your own Gantt chart.,Windows,Free,Gantt Chart Designer
366,"Microsoft Word, Excel, Outlook, Powerpoint and Access",Windows,Free to try,Microsoft Office XP Professional
367,Store information about current students.,Windows,Free,Student Record
368,Edit plain text files with many options.,Mac,Free to try,Plain Text Editor
369,Make your Excel works easier and faster with over 300 extra tools to Excel.,Windows,Free to try,ASAP Utilities Home and Student Edition
370,Choose from pre-made designed templates and create PowerPoint presentations.,Windows,Free,Free Powerpoint Templates
371,"Scan, capture, index, categorize, and organize your documents for fast retrieval.",Windows,Free to try,DocuCabinet
372,Write mathematical expressions within text documents with ease.,Windows,Free,MiKTeX
373,"Organize accounting, trading, and inventory management of your business.",Windows,Free to try,Smart Accountant
374,Get a multimedia authoring tool.,Windows,Free to try,Macromedia Director MX
375,Convert Excel files into PDF documents.,Windows,Free to try,Excel/Xls to Pdf Converter
376,"Accept Payments, Send Money. Online Recharge, DTH, Bill Payment, Shopping.",Android,Free,"Mobile Recharge, DTH, Bill Payment, Money Transfer"
377,Use your scanner and printer as one-click copy machine.,Windows,Free to try,Photocopier Expert
378,Send and receive fax messages from any Windows application.,Windows,Free to try,ActiveFax Server
379,Create and share a wide range of professional-quality publications.,Windows,$109.99,Publisher
380,Sell your business plan to investors with the help of this software.,Windows,Free,Fast Track Business Plan
381,Open a report snapshot without having the standard or run-time versions of Microsoft Access.,Windows,Free,Snapshot Viewer
382,Promote and sell products with your ASP.NET 2.0 capable Web server.,Windows,Free to try,ASP.NET Shopping Cart Source Code
383,"Ring up sales, track customers, and complete end-of-day business tasks.",Windows,Free,Cash Register Plus Free Edition
384,Generate QR codes easily.,Windows,Free,QR Code Generator 
385,Create Insert Image add-in for FrontPage.,Windows,Free,FrontPage 2003 Sample: Creating Managed FrontPage Add-ins in C#
386,Get an Excel template that allows you to create a timeline chart without MS Project 2010.,Windows,Free,Timeline Excel 2010 Template
387,"View and print TIFF, PDF, and CSF files.",Windows,Free,Brava Reader
388,"Transform Excel spreadsheets into interactive, engaging data presentations and dashboards quickly.",Windows,Free,CX Now
389,Generate integer numbers or passwords from user-defined numbers.,Windows,Free,Random Number Generator
390,Write in a distraction-free environment with this text editor.,Windows,Free,Dark Room
391,"Save on materials when cutting glass, wood, metals, leather, fabric by optimizing cutting tasks.",Windows,Free to try,Corte
392,Dictate and copy text to almost any application and send chat messages hands free.,Windows,Free to try,SpeakToText
393,Create plans for your projects and view Microsoft Project files.,Windows,Free to try,Plan for Windows
394,Create architectural drawings with customizable pre-drawn floor plans and a large symbol library.,Windows,Free to try,Quickie Architect
395,Create bar codes with a True Type font.,Windows,Free to try,Carolina Barcode Fonts
396,Recover lost or forgotten Excel workbook or worksheet passwords.,Windows,Free,Easy Excel Password Recovery Free
397,Convert PDF documents to TIFF image files.,Windows,Free,Free PDF to TIFF Converter
398,Represent your ideas in a form of mind map or concept map.,Windows,Free,Cayra
399,"Create, edit, convert, read Microsoft Office Word 2010/2007/2003/2000/97 files.",Windows,Free,Word Editor
400,Make your trading better and more profitable.,Windows,Free,Robot Forex 2013 Profesional
401,Call Recorder is the easiest way to record your iPhone's incoming and outgoing calls.,iOS,Free,Call Recorder Lite - Record Phone Calls for iPhone
402,Convert PowerPoint presentations into self-running EXE slide shows.,Windows,Free to try,PowerPoint Slide Show Converter
403,Analyze home expenses and find savings in home budget.,Windows,Free,Expenses Manager
404,Send Microsoft Word texts to Excel quickly and easily.,Windows,Free to try,MS Word To Excel Converter Software
