,Description,Platform,Price,Product
333,Apply a variety of emboss and offset effects to your images.,Windows,Free,EmbossWorks
334,"Find the shutter count number  for Canon, Nikon, Sony cameras.",Windows,Free to try,Free Shutter Count
335,Create photo/video slideshows and upload them to free video hosts.,Windows,Free,MemoriesOnWeb
336,Apply artistic effects and frames to your photos.,Windows,Free to try,Photo Art Studio
337,"cbr, cbz, jpeg cross-platform comic book image viewer",Mac,Free,Comic Reader Pro
338,Publish your digital photos to the Web.,Windows,Free,Web Album Generator
339,Make your selfie superb in seconds and look like a superstar.,Android,Free,Beauty Cam - Selfie Camera
340,Apply effects to your digital images.,Windows,Free,Phantasmagoria
341,"View pictures, photos and 3D files, play video, audio and view HTML, TXT, RTF, and OLE documents.",Windows,Free to try,Alteros 3D
342,Convert from AVI to GIF and vice versa.,Windows,Free to try,AVI-GIF
343,View and edit multiple photos simultaneously.,Windows,Free,Fly Free Photo Editing and Viewer
344,"Create photo slideshows with effects for PC, DVD, and YouTube.",Windows,Free to try,PicturesToExe Deluxe
345,Open and view GIF files.,Windows,Free,Free GIF Viewer
346,Capture anything on your screen by dragging your mouse around whatever you want a shot of.,Windows,Free,Plixia
347,Take an ordinary photo and turn it into exciting work of art.,Windows,Free to try,Professor Franklin's Instant Photo Artist
348,View content and structure of corrupted Adobe Illustrator files.,Windows,Free,Free AI Viewer
349,Apply makeup in your digital photos.,Windows,Free to try,MakeUp Instrument
350,Capture screenshots with a few mouse clicks.,Windows,Free to try,Screen Grabber
351,"Edit, rename, convert, and print watermarked photos.",Windows,Free,PowerBatch
352,"Capture, edit, and share screenshots and HD videos.",Windows,Free,Screenpresso
353,Resize your photos for U.S. passport application.,Windows,Free,DIY Passport Photos
354,Explore Photoshop with a help of a video book.,Windows,Free to try,As Simple As Photoshop
355,Create Web-friendly photo albums without knowing HTML.,Windows,Free to try,Album Creator Pro
356,Detect and seamlessly correct red-eye in photos.,Windows,Free to try,Stoik RedEye Autofix
357,screen capture tool with many options,Mac,Free,Capture Me
358,"Create multiple iPhoto libraries, copy photos, merge libraries, and find duplicate photos.",Mac,Free to try,iPhoto Library Manager
359,Recover digital photos accidentally deleted from digital camera memory.,Windows,$49.95,Zero Assumption Digital Image Recovery
360,Create and customize Slideshow with Ã???Ã??Ã?Â·owerful editing functions.,Windows,Free to try,ArcSoft DVD SlideShow
361,Correct and enhance photos form all possible angles,Android,$1.99,Handy Photo
362,"Manage, edit, and share your images via Web albums or e-mails.",Windows,Free to try,FotoFusion
363,"image thumbnailer, viewer, slideshow...",Mac,Free,Mike's ThumbNailer
364,"Create mirror effects, add filters and frames and edit photos with Mirror Image.",Android,Free,Mirror Photo Editor: Collage Maker & Selfie Camera
365,Edit your digital photos online.,Webware,Free,PicMonkey
366,"Browse, view, edit, and convert digital images and other multimedia files.",Windows,Free to try,GFX-View
367,image editing suite,Windows,$89.99,Ulead PhotoImpact
368,Capture pictures from your webcam.,Windows,Free,Free Webcam Picture Taker
369,"View, edit, print, and organize your pictures.",Windows,Free to try,PhotoElf
370,Enhance your photos and create and print photo-greeting cards.,Windows,Free to try,MonkeyPhoto
371,"Retouch your digital photos, and create and edit images.",Windows,Free,PaintStar
372,Run a fully featured photo booth using your webcam.,Windows,Free to try,Webcam Photobooth
373,Add various effects onto your digital photo to make it more attractive.,Windows,Free to try,PhotoDream
374,Manage your Web page graphics.,Windows,Free to try,GrafxShop
375,Create designer albums for your premium customers.,Windows,Free to try,Dg Foto Art
376,"View and manipulate movies, animation, sound, and graphics.",Windows,Free to try,Makaha
377,"View, add effects, and print your images.",Windows,Free to try,Linos Image Viewer
378,Write an image to multiple USB Flash Drives.,Windows,Free,ImageUSB 
379,Capture desired desktop screen pictures and select capture area in rectangle and custom shapes.,Windows,Free to try,Any Capture Screen
380,"Design your own posters, banners, and signs with just a few clicks of a mouse.",Windows,Free to try,RonyaSoft Poster Designer
381,Browse images from Web sites or from your personal image collection.,Windows,Free to try,ABC Image Browser
382,Add date stamps to digital photos.,Windows,Free to try,TimeToPhoto
383,"Create photo books, calendars, collages, and greeting cards.",Windows,Free,HP Photo Creations
384,Access your raw image files.,Mac,Free to try,Adobe Camera Raw
385,Edit images and digital photos with high quality effects.,Windows,Free,PixBuilder Studio
386,View images in numerous formats with file viewer that runs directly from the file dialog box.,Windows,Free,NewView Graphics' File Viewer
387,"Recover deleted photos from camera cards, USB drives, or computer hard drives.",Windows,Free to try,Recover My Photos
388,Light up your portrait photos with a single click.,Windows,Free to try,ArcSoft Perfect365
389,Create VCD and DVD photo albums with music and transition effects.,Windows,Free,EasyPhotoTools
390,Change images size in a batch mode.,Windows,Free,PLiska Image Resizer
391,Save hours of time by instantly applying photographic effects to digital images with just one click.,Windows,Free,VirtualPhotographer
392,View and print TIFF image files.,Windows,Free,Free Tiff Viewer
393,fully automatic 2D image stitcher,Windows,Free,Autostitch
394,Share your digital photos with friends and family in seconds.,Windows,Free,OurPictures Starter Edition
395,Enhance your photos with effects and create scrapbook layouts.,Windows,Free to try,Photo Collage Creator
396,"Make an amazing wedding slide show DVD with photos, video clips, and music.",Windows,Free to try,Wedding Slideshow Studio
397,Add 3D effects to your images.,Mac,Free to try,BladePro
398,Take and save pictures from your Webcam.,Windows,Free,Webcam Timershot
399,Edit and generate your own photos and images.,Mac,Free,Image Tricks
400,Overlay two images or text and convert them into one file.,Windows,Free,Merge
401,Turn your iOS device into a full-featured Web camera. ,iOS,Free,EpocCam Webcam for Mac and PC
402,Import images from your digital camera and share them.,Windows,Free to try,PicaJet FX
403,Edit and process your digital images.,Windows,Free to try,Paint Shop Deluxe
404,Remove defects and apply makeup to your pictures.,Windows,Free to try,MakeUp Pilot
405,Adjust images and apply filters to them.,Windows,Free,PhotoFiltre Portable
406,"Perform image/photo editing, painting, and font and media management.",Mac,Purchase,Corel Photo-Paint
407,Make quick and powerful photographic edits.,Windows,Free to try,Capture NX
408,Edit your digital pictures.,Windows,Free,Photo Editor
409,Convert your photo to sketch with different templates.,Windows,Free to try,Photo Sketch Maker
410,scan paper documents & save to PDF,Windows,Free,Scan2PDF
411,"View,organize,install,delete & print fonts lists.",Windows,Free,AMP Font Viewer
412,Upload photos directly to your Facebook profile with this Adobe AIR app.,Windows,Free,Photo Uploader for Facebook
413,Create mosaics from smaller images.,Mac,Free,MacOSaiX
414,"Convert images to JPEG, GIF, PNG, PDF, BMP, TIFF, and other formats.",Windows,Free,Pixillion Free Photo and Image Converter
415,Resize your photos in batch and send them online.,Windows,Free,Easy Photo Uploader
416,Make awesome videos and share with friends.,iOS,Free,musical.ly - your video social network
417,"Crop, covert, process, and filter photos quickly.",Windows,Free,iKnow Image Crop Free Edition
418,Update the firmware on your Canon EOS DIGITAL REBEL XT / EOS 350D DIGITAL to take advantage of the latest features.,Windows,Free,Canon  EOS DIGITAL REBEL XT / EOS 350D DIGITAL Firmware Update
419,Reduce noise and enlarge digital images.,Windows,Free to try,Cleanerzoomer
420,"Capture and edit screens, and send or paste them into presentations.",Windows,Free to try,CaptureXT Screen Capture
421,Make your GIF files smaller without losing image quality.,Windows,Free to try,Advanced GIF Optimizer
422,Create online photo albums or burn slideshow DVDs with you photos.,Windows,Free,MySharedPhotos Uploader
423,Program for creating perfect panoramic photos.,Windows,Free,Panorama Perfect Lite
424,Capture and manipulate a screen portion and compare two texts or two images.,Windows,Free,CaptureScreen
425,Capture screen image quickly and insert in into your document.,Windows,Free,Screen Capture
426,Apply the effect of various photo filters to your digital images.,Windows,Free,Opanda PhotoFilter
427,"Resize, compress and rename your images in a batch mode, convert them to JPEG.",Windows,Free,Bulk Image Resize Manager
428,"Capture screens, print or crop screens, capture with delay, and save screenshots..",Windows,Free to try,Easyscreen Screen Capture
429,"Enhance and organize photos and videos, and create multimedia projects.",Windows,Free to try,Corel MediaOne Plus
430,"Manage, retouch, and create Web albums on your PC.",Windows,Free to try,Focus Photoeditor
431,Capture and hold multiple screenshots with the click of a button.,Windows,Free to try,Screenshot Utility
432,Open and view Visio files.,Windows,Free,Free Visio Viewer
433,"Filter and simplify images, remove unwanted detail, and edit the images.  ",Windows,Free to try,BuZZ.Pro
434,Create and edit an unlimited seamless backgrounds in a minimal amount of time.,Windows,Free,Imagelys Picture Styles
435,"Organize, edit, and design your photo images.",Mac,Free to try,Nikon PictureProject
436,Photo Lab - free Photo Fun Generator in your pocket with over 18 million downloads.,iOS,Free,"Photo Lab: pics art filters, frames & edit photos"
437,"View, scan, edit, and save document type image files.",Windows,Free to try,Imaging Express
438,Make art in the same style as Andy Warhol and Roy Lichtenstein.,Windows,Free to try,Pop Art Studio
439,Add stunning photo frames and various border effects to digital images.,Windows,Free to try,Framing Studio
440,Backup the big graphics files to separate compressed .zip file.,Windows,Free to try,Second Backup for Graphics File
441,"Personalize, resize, and transfer photos to any mobile device.",Windows,Free to try,Pics2Phones
442,"Edit, process, and add various effects to your photos.",Mac,Free,Fotor Photo Editor
