,Description,Platform,Price,Product
358,"Menu extras: CPU, disk, memory & network monitoring.",Mac,Free,MenuMeters
359,Watch water dropping on your screen.,Windows,Free,Animated Water Drop Desktop Wallpaper
360,Force a window on top of other windows.,Windows,Free,Stay On Top
361,Shut down or log off your Windows session with a mouse click.,Windows,Free,Quick Shut Down
362,Examine all the statistical information about your network usage on your desktop.,Windows,Free,Network Meter
363,Enhance the standard Windows taskbar adding information you need.,Windows,Free,TClockEx
364,Check out this customizable world clock.,Windows,Free,H9KTimer
365,Adjust transparency level of your taskbars.,Windows,Free,Transparent TaskBar
366,Display a desktop clock with various features.,Windows,Free,Advanced Clock
367,Cycle the pictures on your desktop at your chosen time intervals.,Windows,Free,Bionix Wallpaper
368,Set up an unlimited number of timers with alarms or countdowns for your daily tasks.,Windows,Free to try,Multi Timer
369,Add South American Guyana themed icons to your desktop.,Windows,Free,Guyana Icons
370,Connect and synchronize your internal computer clock with atomic clock time servers.,Windows,Free,Chronos
371,Display system info on desktop background.,Windows,Free,BgInfo
372,"Access content drawn from Wikipedia, American Heritage Dictionary, and various sources.",Mac,Free,Answers Widget
373,Launch an up/down timer with milliseconds settable from 3 seconds up to 50 days.,Windows,Free to try,Secs
374,Copy and paste texts free from all formatting.,Windows,Free,PureText
375,"Launch your favorite programs with this sidebar, toolbar, and rotating carousel.",Windows,Free,Gizmo Toolbar
376,Add a skinnable countdown timer on your desktop and use your own music as alarm.,Windows,Free,CountDown Timer
377,Turn windows into ghost windows you can see and click through.,Windows,Free,Ghost-It
378,Add customized calender images over your wallpaper and have them updated daily.,Windows,Free to try,Calendarium
379,Create scalable icons for Mac and Windows computers.,Mac,Free to try,IconBuilder
380,Set an analog clock-like live wallpaper on your Android device.,Android,Free,Analog Clock Live Wallpaper-7
381,"Use this program to convert distance, volume, speed, and temperature.",Windows,Free,Unit Calculator
382,Monitor and view your CPU usage and temperature.,Windows,Free,CPU Graph
383,Turn your Android or iOS device into an extra touch screen monitor for your PC.,Windows,Free,iDisplay Desktop for Windows
384,Get directions and find anything with this Google Maps Widget.,Mac,Free,Google Maps Widget
385,Listen to hundreds of radio stations live on your PC.,Windows,Free,PC Boom Radio
386,spelling & pronunciation widget dictionary,Mac,Free,Oxford English
387,Click buttons on error messages automatically.,Windows,Free,ClickOff
388,Add various effects to your mouse pointer.,Windows,Free to try,ViVi Cursor
389,Sticky notes with more features than most.,Mac,Free to try,Sticky Notes
390,Customize the taskbar clock.,Windows,Free,TClock
391,Search torrents from anywhere on your Windows or MAC computer.,Windows,Free,Torrent Finder Widget
392,Transform your Pocket PC into a portable Macintosh.,Mac,Free to try,PocketMac Pro
393,Change an icon or color of any folder.,Windows,Free to try,FolderIcon XP
394,Customize your OS X interface by changing menus and buttons.,Mac,Free to try,ShapeShifter
395,Display an artistic visualization of your music.,Windows,Free,G-Force Music Visualizer
396,Show the compatibility between two person.,Windows,Free,Love Meter
397,Paste quickly pre-defined text in any Windows applications via keyboard shortcut.,Windows,Free,QuickTextPaste
398,Enhance your productivity without slowing down your PC.,Windows,Free,AquaSnap
399,Return start menu and start button behaving like the ones in Windows 7.,Windows,Free to try,StartIsBack
400,Search any information and content on Google easily.,Windows,Free,Google Search
401,"Make scrolling smoother, faster, and more comfortable.",Mac,Free to try,Smart Scroll
402,Change your default desktop cursor.,Windows,Free,Xeonyx Cursors
403,Create icons of different styles and bring a brand-new look to your desktop.,Windows,Free to try,IconMagic
404,Get different designs of commonly used icons.,Windows,Free to try,Software Icons Vista
405,Set a timer that will perform actions at specified times.,Windows,Free,Alarm Timer/Launcher
406,Set up to 200 separate events and reminders to run whenever you want.,Windows,Free to try,ClockWise
407,Keep your PC clock accurate and synchronized.,Windows,Free to try,SocketWatch
408,Convert dates between Hijri and Gregorian with sunrise and sunset timings from around the world.,Windows,Free,10000 Year Hijri Calendar
409,Change your Time Machine backup schedule & more.,Mac,Free,TimeMachineEditor
410,Play sounds and turn off your computer on specified time.,Windows,Free,Goodnight Timer
411,Receive 110 icons for use in toolbars and navigation elements.,Windows,Free to try,Basic Pack Icon Collection
412,tweak your broadband settings,Windows,Free,Dr. TCP
413,Get more than 100 XP and Vista-style icons.,Windows,Free,Kandyan Vista Icons
414,"Search, edit, import and export, and manage icons and cursors.",Windows,Free to try,AWicons
415,"Create customized desktop folder icons from pictures, files, folders, or .icns documents.",Mac,Free to try,Folder Icon X
416,Place a scientific calculator with various features on your desktop.,Windows,Free,Scientific Calculator
417,Place scrolling ticker lines at bottom of your screen.,Windows,Free,Free Stocks Ticker
418,Manage your applications more easily in a 3D desktop.,Windows,Free,T3Desk
419,Close or minimize annoying windows automatically.,Windows,Free to try,Buzof
420,HFS+ file & fork defragmenting utility,Mac,Free to try,Disk Defrag
421,"Set alarms, reminders, schedules with hibernate and suspend resume.",Windows,Free to try,GigAlarm
422,Add Start button and start menu to Windows8.,Windows,Free to try,Win8Starter
423,"Customize your dock by changing colors, style and settings",Mac,Free,Docker
424,Manage multiple program windows in Windows Vista via thumbnails and hot keys.,Windows,Free,Switcher
425,Automate repetitive tasks on your desktop.,Windows,Free to try,HandyThing
426,"Place highly customizable alarm clocks and timers on your desktop.
",Windows,Free to try,SNV Timer
427,Set alarms on your desktop.,Windows,Free,College Alarm Clock
428,new aqua look for Macintosh Explorer,Mac,Free,Macintosh Explorer Aqua
429,View date and current time in another time zone on your desktop.,Windows,Free,InstantTimeZone
430,Change color of your system taskbar.,Windows,Free,Windows 7 Taskbar Color Changer
431,View and change any folder icons.,Windows,Free,Folderico
432,Place an analog clock on your Windows XP and 2000 computer.,Windows,Free to try,Desktop Clock
433,Change your wallpaper with every song playing on your computer.,Windows,Free to try,Winamp Wallpaper
434,Create buttons that will type in text for you.,Windows,Free to try,TypeItIn
435,Find a program or document you need by entering a first letter.,Windows,Free,Find and Run Robot
436,Share your mouse and keyboard with multiple networked computers.,Mac,Free,ShareMouse
437,"Provide your desktop with unique widgets, live wallpapers, and adjustable panels.",Windows,Free to try,Aston
438,information & DLL registration for Windows,Windows,Free,Emsa Register Dll Tool
439,Divide your desktop into virtual regions that are accessed by hot keys.,Windows,Free,SDesk
440,"Create, edit, import, export, find icons and manage icon libraries.",Windows,Free to try,ArtIcons Pro
441,Synchronize your PC clock automatically with popular Internet Atomic time servers.,Windows,Free,Clock G2 Freeware Edition
442,Save the current position of your desktop icons.,Windows,Free,DIManager
443,Edit your right click menu and add features in the way you want.,Windows,Free,Right Click Enhancer
444,Conceal your IP address on the web.,Mac,Free to try,NetShade
445,Monitor and control Mac's fan speed and temperature sensors.,Mac,Free,Macs Fan Control
446,Create collections of your favorite wallpapers and customize them.,Windows,Free to try,Wallpaper Sequencer Standard
447,Change any application icon choosing from 1800 XP icons.,Windows,Free to try,Business and People Icons Pack
448,"Get a countdown timer, countup timer, stop watch, reminder and alarm clock all in one.",Windows,Free,Compact Timer
449,Adjust your computer's clock based on the Network Time Protocol.,Windows,Free,JSS Clock Sync
450,Add a Ubuntu Linux theme to your Windows 7 desktop.,Windows,Free,Ubuntu Linux Windows 7 Theme
451,Manage several virtual screens on your desktop using this utility.,Windows,Free to try,Virtual Screen Manager
452,Save and manage any type of information from your clipboard.,Windows,Free,Ditto
453,Confine the mouse cursor into a screen or window to fix certain games.,Windows,Free,Cursor Lock
454,Protect your health from computer influence.,Windows,Free to try,UsefulRest
455,"Organize your desktop, and create icons with several areas of a subject matter/function.",Windows,Free,Tago Fences
456,"Organize your desktop, and create icons with several areas of a subject matter/function.",Windows,Free,Tago Fences
457,Change the way your desktop looks entirely.,Windows,Free to try,Desktop Studio
458,Display Spiderman icons on your computer and use it as your Windows theme.,Windows,Free,Spiderman Icons
459,Watch the little ants moving over your desktop.,Windows,Free,12-Ants
460,Copy path names of files and folders to your clipboard.,Windows,Free,Path Copy
461,Place a Caps Lock on or off overlay indicator on your screen.,Windows,Free to try,Caps Lock Indicator
462,Monitor your system bandwidth.,Windows,Free,SpeedoMeter
463,Shutdown or reboot your computer or use timed shutdown feature.,Windows,Free,Shutdown Xpert
464,Determine how long it takes for you to do a certain task.,Windows,Free,Chronometer
465,Create or edit icons and cursors.,Windows,Free to try,IconCool Studio
466,View your Skype credit and call your favorite Skype users.,Windows,Free,Skype Plugin
467,Keep your desktop time and date precise as well as stylish in many artistic ways.,Mac,Free,Wallpaper Clock
468,"Create, convert, and manage your icons and cursors on your Windows PC.",Windows,Free to try,IconUtils
469,View current time in various cities worldwide.,Windows,Free,Desktop Earth Time Zones
470,Find information on your hard drive quickly and efficiently.,Windows,Free,Agent Ransack (64-bit)
471,Display your favorite photos as desktop wallpaper.,Windows,Free,Wallpaper Slideshow LT
472,Synchronize computer's clock with Atomic Clock Servers.,Windows,Free to try,Absolute Time Corrector
473,Download video files from Youtube.,Windows,Free,uTubeDownloader
474,Shut down or power on your computer at the time of your choosing.,Windows,Free to try,Shut Down or Power On Now
475,Place an alarm clock on your computer that plays MP3s.,Windows,Free,Equanimity MP3 Alarm Clock
476,"""Snap"" windows to corners or sides of the screen.",Mac,Free to try,BetterSnapTool
