,Description,Platform,Price,Product
331,Optimize the usage and performance of the laptop's battery.,Windows,Free,BatteryCare
332,Monitor your PC temperature from different motherboard sensor chips.,Windows,Free,Motherboard Monitor
333,Preserve your data and the operating system's data impeccably on a bootable volume.,Mac,Free to try,Carbon Copy Cloner
334,Build robust automated tasks.,Windows,Free to try,Automate
335,"Test your CPU for bugs, errors, and defects.",Windows,Free to try,Hot CPU Tester Pro
336,Open and decompress any RAR archive.,Windows,Free,Free RAR File Opener
337,Run Android games and apps on PC.,Windows,Free,Nox App Player
338,Rearrange your mouse button actions and automate various regular operations.,Windows,Free,X-Mouse Button Control
339,Recover deleted files even after trashing data in Windows trash bin.,Windows,Free to try,EaseUS Deleted File Recovery
340,Layout and print digital images on various kinds of paper.,Windows,Free,Easy Photo Print
341,"Clean and optimize your Windows OS, back up the system, and protect your privacy.",Windows,Free to try,FileStream WinSettings Pro
342,"Synchronize your IBM Lotus Notes calendar, contacts, tasks, and notebook with Google.",Windows,Free to try,AweSync
343,Partition your hard drives with multiple features.,Windows,$9.00,Parted Magic
344,Optimize and analyze your system with this helpful utility.,Windows,Free to try,MemoKit
345,Uninstall application from your system completely.,Windows,Free to try,Uninstall Manager
346,List all DLL and OCX modules installed on your system.,Windows,Free to try,DLL Show 2000
347,"Optimize your SSDs and hard disks, securely repacking fragmented files together for more efficiency.",Windows,Free to try,O&O Defrag Professional Edition
348,"Manage your Android and iOS devices from PC, download free games and apps.",Windows,Free,MoboPlay
349,Scan your hard drive for duplicate files.,Windows,Free to try,CloneMaster
350,Expose the drivers which are responsible for crashing your computer.,Windows,Free,WhoCrashed
351,Measure the real speed of your central processor.,Windows,Free,CPU Speed Professional
352,Sync data between PC and BlackBerry.,Windows,Free,BlackBerry Desktop Software
353,Check the memory modules in your PC are error free.,Windows,Free,Memtest86
354,Receive notifications and information on available software updates.,Windows,Free,Software Update
355,"Free up space on PCs, shared-network-drives and in the cloud.",Windows,Free to try,SpaceMonger
356,Check if your Windows XP-based PC can run Windows Vista.,Windows,Free,Windows Vista Upgrade Advisor
357,"Recover, duplicate, and back up files lost due to system failure, deletion, or corruption.",Windows,Free,VaioSoft Recovery Manager
358,Backup your files and folders.,Windows,Free,Cobian Backup
359,Clean the temporary files from your hard disk.,Windows,Free,Disk Cleaner
360,"Optimize, tweak, maintain, clean, and tune up Windows XP.",Windows,Free to try,WinXP Manager
361,Add support for over 270 new programs into CCleaner.,Windows,Free,CCEnhancer
362,Recover lost data from various storage devices and file systems.,Windows,Free to try,EaseUS Data Recovery Wizard
363,Receive notifications and information on available software updates.,Windows,Free,Software Update
364,"Tweak your PC by changing its speed, see all motherboard values and how they change.",Windows,Free to try,CPUCool
365,Expose the drivers which are responsible for crashing your computer.,Windows,Free,WhoCrashed
366,Forget the hassle of multiple USB receivers with powerful and reliable wireless connection.,Windows,Free,Logitech Unifying Software
367,"Clean, Protect and Optimize your PC",Windows,Free to try,Dr.Salman's Window Power Tools
368,Create a bootable USB drive using a bootable ISO image.,Windows,Free,Rufus Portable
369,"Replace Windows Desktop Search to instantly find your e-mails, files, and documents.",Windows,Free to try,Copernic Desktop Search
370,Share your files between Windows and Macintosh systems.,Windows,Free to try,MacDrive Standard
371,Layout and print digital images on various kinds of paper.,Windows,Free,Easy Photo Print
372,"Record mouse/keyboard, save, and replay.",Windows,Free to try,Auto Mouse
373,Rearrange your mouse button actions and automate various regular operations.,Windows,Free,X-Mouse Button Control
374,Manage your disk partitions and perform various partition operations with ease.,Windows,Free to try,BootIt Bare Metal
375,Get information about your PC's performance.,Windows,Free to try,Dr. Hardware 2013
376,Download a bundle for data and photos recovery from lost partitions and drives.,Windows,Free,TestDisk and PhotoRec
377,"Scan, repair, and restore your Registry.",Windows,Free to try,Registry Repair Wizard 2012
378,"Go paperless viewing, annotating, form filling, signing, sharing, and customizing mass-deploying, next generation PDFs.",Windows,Free,Foxit Reader Portable
379,Split and merge files of any type and size.,Windows,Free to try,001 File Joiner and Splitter
380,Break down large files into manageable chunks.,Windows,Free to try,FileSplit
381,"Compress and archive files and folders; create, manage, and extract zipped files and folders.",Windows,Free,Express Zip Free File Compression
382,Recover files that have been emptied from the recycle bin.,Windows,Free to try,Recover4all
383,Empty disk space by finding and deleting useless junk files.,Windows,Free,Find Junk Files
384,Optimize your memory usage.,Windows,Free,KoshyJohn Memory Cleaner
385,Get the utility which will help make using your scanner easier.,Windows,Free,CanoScan Toolbox
386,Empty disk space by finding and deleting useless junk files.,Windows,Free,Find Junk Files
387,Ensure that your archives are complete and accurate.,Windows,Free,SFV Checker
388,Rename a file or a file extension.,Windows,Free,Rename It
389,Recover files that have been emptied from the recycle bin.,Windows,Free to try,Recover4all
390,"Back up, diagnose, and repair your disks.",Windows,Free to try,Disk Checker
391,Mount ISO files and encrypted hard drive images to virtual drives.,Windows,Free,Gizmo Drive
392,Identify unknown devices in your system and search for eligible drivers.,Windows,Free,Unknown Device Identifier
393,Verify that your files have not been corrupted during transfer.,Windows,Free,QuickPar
394,Manage partitions and redistribute free space on your hard drives.,Windows,Free,Paragon Partition Manager Free Edition (32-bit)
395,Perform data compression and encryption.,Windows,Free to try,ZipX
396,Root your Android device easily and safely with one click.,Windows,Free to try,One Click Root
397,Give youself reminders of important events with a customizable alarm clock.,Windows,$19.95,Computer Alarm Clock
398,"Back up, restore, sync, and clone data on your Windows 7/8/10 system.",Windows,Free,AOMEI Backupper Standard For Win7
399,Find lost space on your disk.,Windows,Free,SpaceSniffer
400,Close and optimize processes to improve your PC performance.,Windows,Free,Process Cleaner
401,Uninstall programs on your computer.,Windows,Free,ZSoft Uninstaller
402,Lend your palmtop a Windows 95 look and feel.,Windows,Free to try,StarTap (CE Palmtop)
403,Manage your files using dual pane tabbed explorer.,Windows,Free to try,Xplorer2 Professional
404,Access and manage EXT-based file systems.,Windows,Free to try,Paragon ExtFS for Windows
405,Create document backups using WinRAR easily.,Windows,Free,OCB for WinRAR
406,Get the current time with the greatest accuracy available.,Windows,Free,Atomic Clock Sync
407,Analyze and uninstall programs without leaving traces in the system.,Windows,Free to try,Total Uninstall
408,"Update your iPhone, iPad and iPod touch to the latest version of iOS.",iOS,Free,Apple iOS 9
409,Upgrade to Windows Vista Home Basic from XP Home with this download-only version.,Windows,$119.99,Windows Vista Home Basic upgrade
410,Tweak your computer in many ways.,Windows,Free to try,ItweakU Limited Edition
411,Scan drives or folders for detailed size and contents information and precise disc space monitoring.,Windows,Free,Folder Size
412,"Clean Startup, edit system services, detect Trojan horses.",Windows,Free to try,StartEd Pro
413,Archive and encrypt your files quickly.,Windows,Free,KGB Archiver 2
414,Improve your PC performance and stability.,Windows,Free to try,WinCleaner OneClick Professional Clean
415,"Backup, extract, and recover WhatsApp chat messages from your iPhone, iTunes and iCloud backup.",Mac,Free to try,WhatsApp Pocket
416,Read Mac-formatted hard disks and disk images.,Windows,Free,HFSExplorer
417,Manage your smartphone from Windows PC.,Windows,Free,MoboMarket
418,Create automatic backup and recovery of everything on your computer.,Windows,Free to try,Norton Ghost
419,See what codecs video files use.,Windows,Free,GSpot
420,Remove installed PC cluttering programs.,Windows,Free,Should I Remove It
421,Unzip and install your downloaded files in seconds.,Windows,Free to try,1 Click Unzip
422,Tune a system and recover your RAM automatically.,Windows,Free,Mz Ram Booster
423,"Get infrastructure for enterprise instant messaging, presence, file transfer, and PSTN connectivity for your communications.",Windows,Free to try,Microsoft Lync 2010 (64-Bit)
424,"Get rid of unnecessary applications, partially uninstalled software, unwanted Windows components.",Windows,Free to try,Remove
425,Maintain custom applications during migration to new operating system.,Windows,Free,Microsoft Virtual PC 2007
426,Create portable Windows 10/8.1/8/7 installations.,Windows,Free,WinToUSB
427,Test removable media for bad sectors or fake size.,Windows,Free,USB Flash Drive Tester
428,Defrag and optimize your hard disk quickly and efficiently.,Windows,Free,Puran Defrag
429,Add latest updates to your Microsoft Office 2007 and boost the performance.,Windows,Free,Microsoft Office 2007 Service Pack 3
430,View and edit Microsoft Access MDB and ACCDB files.,Windows,Free,MDB Viewer Plus 
431,Improve the speed of system start-up by launching applications one at a time.,Windows,Free to try,Startup Faster
432,Free and compress system memory to make processes run faster.,Windows,Free,Memory Improve Master Free Version
433,Create portable Windows 10/8.1/8/7 installations.,Windows,Free,WinToUSB
434,Extract RAR archives and save them in the relevant folders.,Windows,Free,Free RAR Extractor
435,Optimize RAM to make your computer run faster and crash less often.,Windows,Free to try,Memory Optimizer
436,Copy an entire hard disk to another hard disk.,Windows,Free to try,Drive2Drive
437,"General-purpose full virtualizer for x86 hardware, targeted at server, desktop and embedded use.",Mac,Free,VirtualBox
438,"Defrag RAM, repair leaks, and free memory.",Windows,Free to try,Memory Zipper Plus
