,Description,Platform,Price,Product
333,"Block applications like Kazza, eDonkey, BearShare, eMule, MSN Messenger, and ICQ.",Windows,Free to try,Wclean Professional Edition
334,Monitor and customize network traffic.,Windows,Free,NetMeter
335,"Create, maintain, and sign configuration profiles.",Mac,Free,Apple iPhone Configuration Utility
336,Control and configure PCs in your network.,Windows,Free,Antamedia DHCP Server
337,Provide high speed remote control.,Windows,Free,ZeroRemote
338,Scan the individual routes of your computer and networks.,Windows,Free to try,Scannet Pro
339,Get Warrock information and news and event notifications with pop-up blocker.,Windows,Free,War Rock Toolbar
340,Detect all computers that are connected to your wireless network.,Windows,Free,Zamzom Wireless Network Tool
341,Perform thorough analysis of your network protocol.,Windows,Free,Wireshark Portable
342,Capture and transmit network packets bypassing the protocol stack.,Windows,Free,WinPcap
343,Access any remote network PC.,Windows,Free to try,WinShadow
344,Maximize the reliability of DNS server operation.,Mac,Free to try,DNS Expert
345,Send and receive data on Telnet and SSH protocols.,Windows,Free,Putty
346,VNC client,Mac,Purchase,Chicken of the VNC
347,Protect data by monitoring network performance.,Windows,Free to try,Alchemy Eye
348,Schedule TV shows remotely to record from any PC with Web access.,Windows,Free,MSN Remote Record for Media Center
349,Change the MAC address of a network adapter.,Windows,Free to try,Change MAC Address
350,"Connect and manage computers running VNC, RDP, RAdmin, Team Viewer, and DameWare servers.",Windows,Free to try,SmartCode VNC Manager Standard Edition (32-bit)
351,Synchronize your Outlook contacts with your mobile phone or PDA.,Windows,Free to try,Contacts Synchronizer
352,Access your PC remotely in a secured way.,Windows,Free to try,WinSSHD
353,Control any computer on your LAN remotely.,Windows,Free to try,EMCO Remote Desktop Starter
354,"Monitor network devices and notify of problems via e-mail, Web, logs.",Windows,Free to try,ipPulse
355,"Get information about hardware, installed software, and running processes on remote PCs.",Windows,Free to try,Network Inventory Expert
356,"Examine your network for available music, movies, and other content.",Windows,Free to try,XE LAN Scanner
357,Control computers on your network as if you were there.,Windows,Free to try,Remote Control
358,Download a free Internet email server.,Mac,Free,Stalker Internet Mail Server
359,"Access and operate remote computers via LAN, Internet, or direct dial.",Windows,Free to try,Timbuktu Pro
360,View and edit users and computers on your network.,Windows,Free to try,AdmWin
361,Change your Mac Address without rebooting your system.,Windows,Free to try,MAC Change
362,Monitor and track your Internet traffic history.,Windows,Free to try,NetLimiter Pro 3 (32 bit)
363,Scan and stumble upon wireless networks.,Mac,Free to try,AirRadar
364,"Installation utility for Apache, MySQL, PHP.",Mac,Free,MAMP
365,(EIMS) E-mail server.,Mac,Free to try,Eudora Internet Mail Server
366,Provide remote access to NetWare server console.,Windows,Free to try,AdRem Litecon
367,Access weather data from GRIB.US weather servers easily.,Windows,Free,Ugrib
368,"Access your PC's audio, video, and photos with your PSP, iPhone, iPod Touch, or laptop wirelessly.",Windows,Free to try,Locura Personal Media Server
369,Control and monitor limitless network PCs in spy mode.,Windows,Free to try,Magic Remote Control PCspy
370,Find access points while traveling or diagnose wireless network problems.,Mac,Free,MacStumbler
371,Make your wi-fi work for you.,Windows,Free,Zonerider Gateway
372,Test the performance of your network.,Windows,Free,Iperf
373,"Copy manually, auto backup, sync, and transfer any type of files between various storage media.",Windows,Free to try,Folder Copy & Backup
374,Change the IP address of your local computer.,Windows,Free to try,SwitchIP
375,Enable RS232 serial ports on your PC to interface directly to a TCP/IP network.,Windows,Free to try,TCP-Com
376,Emulate virtual serial COM port and redirect data to any IP device in a network.,Windows,Free,HW Virtual Serial Port
377,Print on your local PC printer from Microsoft/Citrix terminal servers.,Windows,Free to try,Print2RDP
378,"Perform agentless complex network monitoring, mapping, and management.
",Windows,"$4,600.00",NetCrunch Suite
379,Control and access your Mac remotely.,Mac,Free to try,Timbuktu Pro
380,Analyze your log files to manage your Web site effectively.,Windows,Free to try,Sawmill (32 bit)
381,Audit your devices connected to a DHCP server.,Windows,Free,Ping Range
382,Check up on servers.,Windows,Free to try,TPing
383,Solve the problem of identifying all your computer cables.,Windows,Free,LAN Cable Labeler
384,Manage the Mac computers on your network.,Mac,Free,Apple Remote Desktop Admin
385,"Manage, monitor, and troubleshoot your network.
",Windows,Free to try,Cisco CDP Monitor
386,Share your printer with anyone you want.,Windows,Free,PrinterShare (32-bit)
387,Run an enhanced syslog server/daemon on Windows.,Windows,Free to try,Adiscon WinSyslog
388,"Organize your employees' work schedules, time cards, and hours with this digital punch-in clock.",Windows,Free to try,Time Cards 2000
389,"Ping IP addresses, domains, and URLs with an adjustable time interval.",Windows,Free to try,Utility Ping
390,password cracker checks strength of Unix & Win passwords,Mac,$39.95,John the Ripper Pro
391,Get connected remotely to any Windows-based system.,Windows,Free to try,HelpDesk VNC
392,Scan any open ports on your computer for suspected files.,Windows,Free to try,Fast Port Scanner
393,Block access to any program over your network.,Windows,Free to try,TerminatorX Site License
394,High definition screen sharing remote desktop application,Windows,Free,Mingleview
395,Conduct in-depth surveys of your wireless network.,Windows,Free,NetSpot
396,Test site-to-site VPN connectivity from your corporate branch to remote offices.,Windows,Free,VPN Link Test
397,Monitor and track your Internet traffic history.,Windows,Free to try,NetLimiter Pro
398,Browse available Bonjour services,Mac,Free,Discovery
399,Track shared folders and get notifications about new files.,Windows,Free to try,LAN Viewer
400,Manage your WiFi networks and use NDIS.,Windows,Free to try,Advanced WiFi-Manager
401,Enhance your Google Talk.,Windows,Free,Extended Talk
402,Monitor upload/download speed of your Internet connection.,Windows,Free,Hiband
403,"Capture, view and analyze network traffic.",Windows,Free,Microsoft Network Monitor (64-Bit)
404,Create a high performance Windows-based authentication server based on Radius protocol.,Windows,Free to try,Evolynx Radius Server
405,Monitor day-to-day activities of computers in your network.,Windows,Free to try,Active Network Monitor
406,View AFP documents from a Web browser.,Windows,Free,IBM AFP Viewer Plug-In
407,Get remote access to graphical desktops even in a slow network connection.,Windows,Free,TightVNC Portable
408,Lock and unlock your PC via your mobile phone automatically.,Windows,Free to try,LockItNow
409,"Audit and inventory all the hardware and software in your network.
",Windows,Free to try,NEWT Professional
410,SSL VPN solution,Windows,Purchase,OpenVPN GUI
411,"Transform your phone into a wireless mouse, keyboard and trackpad using WiFi Mouse.",Android,Free,WiFi Mouse
412,Control you PC from a remote location.,Windows,Free to try,Remote PC Administrator 2005
413,Link your PC with home entertainment system wirelessly.,Windows,Free to try,DisplayShare
414,Monitor network status and troubleshoot network issues.,Windows,Free to try,NetScanTools Pro
415,"Install logging and traffic analysis software for routers running DD-WRT, Tomato firmwares.",Windows,Free to try,Link Logger (DD-WRT/Tomato Firmwares)
416,Allow your local area network with private IP addresses to connect to the Internet.,Windows,Free to try,Wooweb-Pro
417,Send and receive messages from one PC to another via LAN.,Windows,Free,QuickMessenger
418,Access resources residing on UNIX and NFS machines from your Windows desktop.,Windows,Free to try,Omni-NFS
419,Control PC apps via Wi-Fi or Bluetooth enabled mobile phone or infrared remote control.,Windows,Free to try,Vectir
420,Share files and folders across your LAN.,Windows,Free to try,Easy LAN Folder Share
421,"Perform ANSI, SCOANSI, VT100, or WYSE60 terminal connections.",Windows,Free to try,TelStar
422,Create WiFi hot spot and share Internet connection.,Windows,Free,Mars WiFi
423,Create an ad-hoc connection using your WLAN card or USB adapter.,Windows,Free,WiFi Ad-hoc Manager
424,"Make an inventory of LAN PC`s, generate reports, and export information to SQL databases",Windows,Free to try,Asset Tracker for Networks
425,Emulate a variety of terminals with secure login and Secure Shell data-transfer capabilities.,Windows,Free to try,SecureCRT (64-bit)
426,Create secure peer-to-peer networks for unlimited PCs.,Windows,Free,Comodo EasyVPN
427,Turn on the remote computer on a local network.,Windows,Free,WOL
428,Customize referrer link from any Web site and pages.,Windows,Free to try,Magic Traffic Bot
429,Monitor all your network connections in real-time or browse historical reports.,Windows,Free to try,IP Traffic Monitor
430,Manage your rosters with this scheduling software tool.,Windows,Free to try,SchedulerLite
431,Test and debug any kind of PHP-Nuke with PHPBB2 installation.,Windows,Free,Analyzer
432,"Export users, groups, group memberships, user attributes from one Active Directory domain to another.",Windows,Free to try,Active Directory Export Import Tool
433,Share files with Unix or other non-Windows clients.,Windows,Free to try,DiskShare Windows NFS Server
434,Control and manage client computers connected to a central controlling server.,Windows,Free to try,CyberStar Timer
435,Monitor multiple Web and network servers and receive e-mail notification if one cannot be reached.,Windows,Free to try,A1Monitor Network Monitoring & Server Monitor
436,View and change your IP settings on PC.,Windows,Free,IP Config Tool
437,Control your computer remotely via a Web browser.,Windows,Free to try,PC Remote Access
438,Share your local drives and folders with other networked users.,Windows,Free to try,ProNFS
439,Change the local administrator password on a group of computers centrally.,Windows,Free,Network Password Changer
