,Description,Platform,Price,Product
313,Get the latest fixes for Microsoft SQL Server 2000.,Windows,Free,Microsoft SQL Server 2000 Service Pack 1 Database Components
314,Build your own Web site with a few clicks.,Windows,Free to try,Easy Website Pro
315,Rapidly prototype websites and application interfaces.,Mac,Free to try,Adobe Fireworks CS4
316,Eliminate a vulnerability in your FrontPage Personal Web Server running on Windows 95/98.,Windows,Free,Personal Web Server File Access Vulnerability Patch (FrontPage 98)
317,Create and publish a Web site without knowing HTML.,Windows,Free to try,Power Website Builder
318,Edit programs with various customizable syntax highlighting profiles.,Windows,Free,PSPad editor
319,View the contents inside of a JSON file.,Windows,Free,JSON Viewer
320,Analyze your Web site logs on your PC.,Windows,Free,WebLog Expert Lite
321,"Create your own utilities, games, and business applications.",Windows,Free to try,Liberty BASIC for Windows
322,Manage your site by maintaining the accuracy of its links.,Windows,Free,REL Link Checker Lite
323,Build and customize amazon.com associate store in minutes with store building script.,Windows,$99.00,Associate-O-Matic
324,Simulate Borland's Turbo C/ TurboC ++ on any versions of Windows.,Windows,Free,TurboC Simulator
325,Transform data into dynamic reports delivering actionable information.,Windows,Free to try,SAP Crystal Reports 2020
326,Learn different basic and advanced Java application tips in e-book format.,Windows,Free,1000 Java Tips
327,Edit your hex data and binary files.,Windows,Free,Free Hex Editor Neo
328,"Explore, manage, and fix your ActiveX controls, EXE servers, and DLL servers.",Windows,Free to try,COM Explorer
329,Analyze Visual Basic 6.0 projects and address issues to be upgrade.,Windows,Free,Visual Basic 6.0 to Visual Basic .NET Upgrade Assessment Tool
330,Edit and generate Java classfiles.,Windows,Free,Kopi Compiler Suite
331,Edit text and view images with this unique editor.,Windows,Free,Pad
332,Automate all your Web-related tasks by building personalized Internet robots.,Windows,Free to try,RoboNavigation Office
333,Show or hide all hidden files on your mac.,Mac,Free,Show Hidden Files
334,Create installation packages for your applications.,Windows,Free,Astrum InstallWizard
335,Offer information and tools for developing Windows-based applications.,Windows,Free,Windows Server 2003 R2 Platform SDK ISO Download
336,"View, edit, and transfer data from different databases.",Windows,Free to try,DB Commander 2000 Pro
337,Submit your site to multiple Web engines automatically.,Windows,Free to try,Exploit Submission Wizard
338,"Run, test, and debug PHP scripts.",Windows,Free to try,PHP Expert Editor
339,Run a really small Web server.,Windows,Free,TinyWeb
340,Install runtime components of Visual C++ Libraries required to run applications developed with Visual C++ 2010 SP1.,Windows,Free,Microsoft Visual C++ 2010 SP1 Redistributable Package (x86)
341,"Prototype, develop, and deploy secure mobile, desktop, and web apps.",Windows,Free to try,Alpha Anywhere
342,Run Microsoft Office based solutions built using Microsoft Visual Studio 2010.,Windows,Free,Visual Studio 2010 Tools for Office Runtime (64-bit)
343,Create smaller setup solutions for your installation packages.,Windows,Free,INF-Tool Lite
344,"Create flow charts, maps, UML diagrams, and many other sorts of diagrams.",Windows,Free,JGraphpad
345,Update Visual C++ 6.0 to be Y2K compliant.,Windows,Free,Microsoft Common Control Update
346,"Allow color syntax highlighting and printing, column blocking, and regular expression searches.",Windows,Free to try,Boxer Text Editor
347,"Swiss Army Knife of editors - text, HEX, terminal, Programmers Editor.",Windows,Free to try,AptEdit Pro
348,Enable you to distribute Access 2010 applications to users who do not have the full version of Access 2010 installed on their computers.,Windows,Free,Microsoft Access 2010 Runtime (64-bit)
349,Enhance security and stability of MS Visual Studio .NET 2003.,Windows,Free,Microsoft Visual Studio .NET 2003 Service Pack 1
350,Translate the UI of Windows apps into new languages.,Windows,Free,Software Translator
351,Build and modernize COBOL enterprise components and business applications.,Windows,Free,Net Express with .NET
352,Generate barcodes in Microsoft Excel and Word easily.,Windows,Free,Barcode Add in for Word and Excel
353,Add rotating banners to your Web site.,Windows,Free to try,Banner Show
354,Combine visual creation of HTML elements with feature-rich text editing.,Mac,Free to try,WebDesign
355,Install Data Access core components as MS SQL Server 2000 SP2.,Windows,Free,MDAC 2.6 Service Pack 2
356,Fix a number of bugs in SQL Server 7.0 and MSDE 1.0 with this Service Pack.,Windows,Free,Microsoft SQL Server 7.0 and Microsoft Data Engine (MSDE) 1.0 Service Pack 3 With OLAP Services (Intel)
357,Provides cumulative roll-up updates for customer reported issues after the release of Microsoft .NET Framework 3.0,Windows,Free,Microsoft .NET Framework 3.0 Service Pack 1 
358,Convert PDF files to other text formats.,Windows,Free to try,PdfMagic
359,Create elegant installation packages.,Windows,Free to try,Installer Vise
360,Create and edit miscellaneous text files.,Windows,Free,Vim
361,Decompile and debug your java class files.,Windows,Free to try,JDecompiler
362,Improve security of MS .NET Framework 1.0.,Windows,Free,Microsoft .NET Framework 1.0 Service Pack 3
363,Design circuit board layouts.,Windows,Free to try,WinQcad
364,Create self-extracting archives complete with setup functionality.,Windows,Free to try,TurboSFX
365,"Automate functional testing of every major enterprise environment, including SAP, Oracle, Siebel, PeopleSoft, .Net, or Java.",Windows,Free to try,HP QuickTest Professional 
366,"Create Web sites with multiple pages, text-fields, graphics, and animations.",Windows,Free to try,CoffeeCup VisualSite Designer
367,Create a Macromedia Style Menu for your Web site.,Windows,Free to try,Macromedia style menu for Dreamweaver
368,Install Windows XP without bootable CD-ROM support.,Windows,Free,Windows XP Professional Utility: Setup Disks for Floppy Boot Install
369,"Optimize threaded C, C++ and Fortran applications to unleash multi-core performance.",Windows,Free to try,Intel Thread Profiler
370,Generate a full set of PHP scripts from databases.,Windows,Free to try,PHPMaker
371,"Pack and unpack JAR, EAR, WAR files.",Windows,Free to try,JavaJar
372,"Create MySQL PHP scripts for the selected tables, views, and queries.",Windows,Free,PHP Generator for MySQL Free
373,Compare the structure of two databases and display the difference.,Windows,Free,StarInix Database Compare
374,Develop and manage Oracle databases on your Windows PC.,Windows,Free to try,Toad for Oracle
375,Track source code changes source code with a file-level version control system.,Windows,$549.00,Microsoft Visual SourceSafe
376,Edit programs in more than 80 languages.,Windows,Free,jEdit(dev)
377,"Create top level games, or add 3D content to your application.",Windows,Free,3D Developer Studio for Borland C++ Builder
378,Get a rich set of programming tools.,Windows,Free to try,Multi-Edit 2006
379,Create scripts for scrolling texts vertically on Web pages.,Windows,Free,Javascript Newsflash
380,Create a Web site with little or no experience.,Windows,Free,Web Site Robot
381,Assist in building .NET Framework 3.0 applications using Visual Studio 2005.,Windows,Free,"The Visual Studio 2005 extensions for.NET Framework 3.0 (WCF & WPF), November 2006 CTP"
382,"Create form-to-e-mail scripts in PHP, ASP, or PERL for your HTML forms.",Windows,Free to try,Forms To Go
383,"Perform revision control, version control, and source control for Windows.",Windows,Free,TortoiseSVN (32-bit)
384,"Let your application scan, display, and annotate TIFF, JPEG, PDF, and Unicode files.",Windows,Free to try,Document Imaging SDK ActiveX Toolkit
385,Compile character animations for Microsoft Agent.,Windows,Free,Microsoft Agent Character Editor
386,Learn how to work with Visual Basic .Net.,Windows,Free to try,Learn Visual Basic .NET
387,Execute SQL commands and queries for any database.,Windows,Free,Foxy SQL Free
388,Create an online community and keep in touch with people.,Windows,Free,phpBB
389,Display data using full-featured flowcharts with this control.,Windows,Free to try,AddFlow ActiveX Control
390,Create 3D games and add 3D content to your applications.,Windows,Free,3D Developer Studio for Visual Basic .NET
391,View and edit binary data files.,Windows,Free to try,Hexdataedit
392,Encode your video to HTML5 video compatible format and embed into your own website.,Windows,Free to try,HTML5 Video Player
393,"Accelerate performance: New Intel C++ Compiler Pro 11.1 for Windows.
",Windows,Free to try,Intel C++ Compiler Professional
394,Develop programs for DOS and Windows.,Windows,Free,Euphoria Programming Language
395,Develop and implement logic programs and applications.,Windows,Free,SWI Prolog (64-bit)
396,Get a compact database for developing applications in native and managed environment.,Windows,Free,Microsoft SQL Server 2005 Compact Edition
397,"Create applications with the ability to view, create, edit, print, and manage 2D vector drawings.",Windows,Free to try,Avax Vector ActiveX
398,Communicate with RS232 peripherals with a terminal program.,Windows,Free to try,RS232 Hex Com Tool
399,Design templates that render eye-catching HTML output from XML content.,Windows,Free to try,Altova StyleVision Enterprise Edition
400,Create Web pages using a WYSIWYG HTML editor.,Windows,Free to try,Easy Web Builder
401,"Edit hex code in binary mode with this small, fast tool.",Windows,Free to try,EasyHex Hex Editor
402,Generate serial numbers using a unique key number and a customer name.,Windows,Free to try,McSerialnumber
403,Split image into segments and save it to different image formats.,Windows,Free to try,Image Cut
404,"Create HTML and PDF documents, e-books, and large scale Web site layouts.",Windows,Free to try,WWWmaster
405,"View, log, and analyze serial port activities.",Windows,Free to try,Device Monitoring Studio (Serial Monitor)
406,Incorporate Windows XP-style controls regardless of the operating system.,Windows,Free to try,XPSuite
407,View and distribute your Visio diagrams and drawings.,Windows,Free,Visio 2007 Viewer
408,"Generate ASP or PHP database Web sites, 100% code generation plus over 150 custom code events.",Windows,Free to try,dbQwikSite
409,"Manage MySQL, PostgreSQL, Ibase/Fbird, SQlite, Oracle, MSSQL/MSDE, Access, and other databases.",Windows,Free to try,DBManager Professional
410,Integrate HTML editing and word processing features into projects.,Windows,Free to try,Think HTML Editor Control
411,Use this GUI to edit your source code more easily.,Windows,Free,JadeIDE for Java
412,"Design, develop, and maintain interactive Web sites and apps.",Windows,Free to try,Adobe Creative Suite 5.5 Web Premium
413,"Integrate a .NET component to read, write, and modify PowerPoint documents.",Windows,$999.00,Aspose.Slides for .NET
414,Enhance Macromedia Flash Player Active X.,Windows,Free to try,"F-IN-BOX, .NET Edition"
